Time (ms),EMG1,EMG2,EMG3,EMG4,AccX,AccY,AccZ,GyroX,GyroY,GyroZ
305,303,349,80,12800,-9636,2268,128,88,-102
1560.074,305,303,341,82,12740,-9656,2184,123,38,-92
1566.664,306,305,334,82,12780,-9616,2148,139,21,-89
1570.177,305,312,331,78,12820,-9664,2196,163,-18,-102
1570.177,304,317,326,78,12784,-9688,2200,181,-6,-105
1580.2069999999999,304,316,318,81,12804,-9648,2124,212,-13,-148
1582.215,305,316,311,83,12844,-9724,2172,254,-5,-200
1592.294,304,321,309,80,12868,-9716,2108,279,51,-185
1592.294,303,322,304,82,12884,-9720,2144,292,72,-200
1600.402,304,319,297,87,12920,-9760,2164,260,135,-198
1602.412,304,317,293,90,12912,-9832,2120,199,135,-160
1612.636,304,322,291,89,12880,-9808,2092,184,142,-115
1612.636,305,324,288,92,12896,-9876,2152,185,153,-108
1622.808,306,322,283,99,12912,-9844,2168,180,179,-114
1622.808,307,322,279,103,12924,-9812,2192,171,184,-117
1633.4070000000002,306,328,280,104,12932,-9772,2220,153,166,-112
1633.4070000000002,307,331,277,109,12944,-9704,2200,192,137,-92
1642.932,308,329,273,118,12972,-9708,2188,218,144,-95
1644.442,308,329,270,124,12896,-9688,2208,184,146,-94
1650.9579999999999,307,333,271,128,12940,-9668,2248,153,179,-67
1655.6029999999998,306,334,270,134,12852,-9544,2228,139,184,-43
1663.127,307,330,267,144,12832,-9656,2216,59,240,17
1666.7430000000002,306,328,265,153,12876,-9696,2212,22,326,74
1671.263,305,332,267,156,12780,-9688,2248,-100,386,75
1677.841,304,333,266,165,12812,-9684,2244,-178,404,78
1683.368,305,330,263,176,12796,-9688,2260,-261,382,51
1683.368,304,330,261,185,12792,-9804,2184,-311,380,116
1691.4279999999999,302,335,263,189,12776,-9784,2224,-360,417,85
1693.438,302,336,262,198,12736,-9824,2196,-387,486,95
1703.5240000000001,302,333,259,210,12768,-9864,2220,-324,521,90
1703.5240000000001,302,330,257,219,12788,-9940,2200,-344,606,87
1711.82,300,331,259,223,12788,-9972,2212,-332,650,73
1711.82,300,329,257,232,12820,-10000,2292,-407,691,72
1723.746,300,322,253,242,12744,-10004,2348,-435,735,98
1723.746,300,318,251,250,12728,-10100,2376,-496,761,88
1733.3529999999998,299,321,252,254,12784,-10248,2448,-524,777,130
1733.3529999999998,300,321,249,260,12808,-10300,2492,-525,789,167
1741.858,301,318,244,268,12820,-10412,2520,-547,790,198
1744.397,301,318,240,273,12832,-10408,2520,-518,726,257
1744.397,300,322,240,272,12892,-10512,2428,-452,647,264
1755.576,301,323,236,275,12928,-10492,2436,-322,589,268
1755.576,302,319,232,278,12920,-10472,2436,-179,518,300
1766.7459999999999,303,315,229,278,12888,-10448,2456,-81,527,327
1766.7459999999999,302,317,229,273,12916,-10412,2432,-61,542,470
1777.903,303,315,227,270,12816,-10480,2432,-48,585,592
1777.903,306,309,223,268,12776,-10552,2460,-128,689,691
1789.0140000000001,306,307,221,263,12776,-10692,2484,-197,779,742
1789.0140000000001,307,311,221,253,12724,-10636,2524,-235,840,789
1789.0140000000001,307,314,219,244,12752,-10676,2612,-273,853,862
1800.0910000000001,309,313,214,235,12728,-10688,2616,-294,813,974
1800.0910000000001,310,316,212,221,12724,-10612,2556,-309,768,1097
1811.068,309,324,212,200,12648,-10588,2616,-296,709,1186
1811.068,310,326,211,179,12612,-10624,2600,-218,683,1235
1822.391,310,325,210,146,12592,-10668,2628,-178,696,1296
1822.391,309,323,210,117,12540,-10748,2636,-124,713,1367
1833.367,307,327,215,91,12580,-10772,2580,-118,757,1470
1833.367,307,326,218,75,12560,-10824,2624,-114,860,1510
1841.871,307,322,219,65,12560,-10888,2712,-198,966,1562
1844.443,306,320,223,58,12620,-10920,2712,-244,1043,1654
1844.443,304,323,230,50,12620,-11016,2752,-339,1128,1729
1857.294,304,324,234,50,12620,-11000,2816,-431,1166,1855
1857.294,303,322,234,54,12608,-11000,2868,-610,1178,1975
1866.7350000000001,301,323,234,57,12624,-11088,2912,-775,1229,2144
1866.7350000000001,300,328,231,60,12660,-11176,2852,-943,1261,2309
1877.729,298,328,216,68,12648,-11292,2796,-1051,1277,2482
1877.729,298,325,207,79,12716,-11284,2748,-1151,1291,2593
1888.525,295,323,205,88,12744,-11352,2676,-1264,1294,2710
1889.408,291,326,208,94,12768,-11360,2532,-1123,1153,2919
1889.408,288,323,210,108,12656,-11332,2672,-1552,1427,2978
1904.869,285,319,211,126,12652,-11432,2576,-1688,1551,3118
1904.869,285,318,216,145,12740,-11564,2724,-1903,1793,3352
1911.3880000000001,285,323,223,162,12768,-11692,2672,-2204,1952,3599
1911.3880000000001,287,325,227,184,12768,-11848,2740,-2499,2085,3791
1922.496,290,325,231,207,12660,-11928,2740,-2848,2214,3913
1922.496,292,329,237,229,12768,-11952,2784,-3156,2272,4074
1933.964,293,338,245,254,12776,-11988,2864,-3426,2321,4260
1936.108,297,343,249,287,12760,-12000,2860,-3673,2386,4525
1946.022,301,343,251,318,12756,-12116,2908,-3906,2565,4758
1950.0230000000001,305,345,256,352,12696,-12088,2924,-4092,2703,5026
1954.024,309,351,260,400,12632,-12228,2812,-4305,2813,5252
1958.378,319,351,258,465,12568,-12284,2836,-4530,2930,5486
1962.49,332,347,254,537,12532,-12420,2760,-4729,3014,5662
1966.342,339,347,253,607,12420,-12424,2768,-4962,3181,5825
1966.342,341,351,255,674,12428,-12484,2684,-5064,3320,5965
1966.342,342,352,256,745,12384,-12488,2548,-5141,3564,6250
1981.966,341,350,255,816,12380,-12568,3000,-5283,3686,6324
1981.966,337,351,257,875,12356,-12672,2944,-5680,4064,6494
1981.966,330,358,262,927,12288,-12764,2624,-5403,3970,6727
1997.592,324,358,264,979,12256,-12896,2808,-5348,3997,6887
1997.592,315,355,265,1018,12280,-13020,2772,-5175,4009,7028
1997.592,303,353,266,1019,12272,-13180,3008,-5340,4083,7161
2013.218,287,355,267,1019,12372,-13280,2832,-5366,4121,7317
2013.218,269,351,260,1019,12356,-13364,2904,-5540,4263,7496
2013.218,251,342,247,1019,12340,-13500,2712,-5593,4358,7772
2013.218,233,335,231,1019,12348,-13668,2644,-5664,4534,8067
2028.845,216,333,213,1018,12300,-13940,2416,-5653,4609,8401
2028.845,203,327,191,1019,12308,-14028,2384,-5616,4659,8612
2042.351,192,320,174,1019,12176,-13912,2452,-5624,4756,8669
2042.351,179,315,169,1019,12240,-14296,2220,-5561,4691,8899
2042.351,169,310,177,1019,12136,-14264,2292,-5452,4679,9055
2057.9809999999998,162,297,194,1019,12144,-14440,2252,-5311,4746,9336
2057.9809999999998,159,271,217,1019,12128,-14864,2188,-5267,4933,9742
2057.9809999999998,156,243,250,1019,12112,-14952,2072,-5255,5060,10053
2057.9809999999998,153,216,293,1019,12204,-15140,1776,-5338,5045,10250
2073.6059999999998,154,183,346,1019,12052,-14820,1940,-5108,4984,10284
2073.6059999999998,157,146,393,1019,12096,-15072,1752,-4966,5024,10487
2089.232,163,110,428,1019,12096,-15456,1688,-4568,5240,10990
2089.232,173,78,450,1019,12096,-15764,1464,-4190,5323,11534
2089.232,186,40,454,1019,11880,-15736,1364,-3832,5197,11784
2104.858,200,11,451,1019,11940,-15816,1460,-3841,5015,11808
2104.858,213,11,447,1019,12012,-15828,1800,-3832,4962,11750
2104.858,225,11,448,1019,11984,-15828,1968,-3737,5064,12043
2104.858,236,11,453,1019,12084,-16012,1776,-3690,5029,12485
2120.495,245,11,455,1019,11928,-16040,1948,-3690,5182,13012
2120.495,249,11,458,1019,11760,-16284,1932,-3825,5207,13549
2120.495,243,11,463,1019,11444,-16144,2004,-3853,5132,13885
2136.11,226,10,466,1019,11216,-15824,2028,-4075,4977,13866
2142.614,192,11,475,1019,10984,-15784,1876,-4135,4652,13897
2150.904,158,10,491,1019,10880,-15528,1772,-4122,4344,14000
2155.0,126,11,514,1019,10556,-15316,1528,-3806,4048,14216
2155.917,99,11,534,1018,10428,-15388,1432,-3760,4017,14416
2155.917,81,11,548,1018,10260,-15504,1268,-3494,3823,14909
2155.917,73,11,558,1019,10084,-15672,1360,-2851,3888,15366
2171.542,69,19,565,1019,9820,-16020,1120,-2347,4007,15405
2171.542,69,43,568,1019,9616,-15948,1364,-1729,3657,15473
2171.542,67,76,568,1019,9344,-15632,1692,-1238,3224,15297
2187.1679999999997,67,120,569,1019,9136,-15844,1688,-956,2703,15097
2187.1679999999997,64,170,566,1019,8864,-15268,2412,-865,2597,14940
2187.1679999999997,57,211,553,1019,8552,-14932,2236,-563,2641,15029
2202.797,45,249,527,1019,8248,-14632,2252,-336,2539,15156
2202.797,43,283,500,1019,7840,-14208,2772,-403,2715,14981
2202.797,43,321,479,1019,7700,-14280,2388,-331,2525,14974
2218.4339999999997,30,357,469,1019,7508,-14180,2404,-396,2468,15011
2218.4339999999997,24,390,471,1019,7412,-14148,2028,-210,2409,15140
2218.4339999999997,16,420,479,1019,7344,-14576,1572,118,2391,15322
2218.4339999999997,0,445,482,1019,7284,-15444,752,799,2297,15654
2234.0480000000002,0,457,467,1019,7300,-15604,36,1512,2112,15626
2242.553,0,458,444,1019,7232,-16176,172,2162,2214,15355
2242.553,0,454,422,1007,7396,-16568,404,2740,2261,15020
2242.553,17,449,406,993,7560,-16548,812,3535,2280,15016
2258.1820000000002,62,440,398,982,7624,-16636,948,4330,1984,15012
2258.1820000000002,115,437,403,969,7672,-16612,1132,5190,1979,15090
2258.1820000000002,166,446,421,948,7604,-16396,1988,6006,2039,15067
2273.81,214,463,448,918,7324,-16312,2468,6401,2074,14702
2273.81,260,474,474,886,7156,-16104,2420,7043,1834,14915
2273.81,304,479,498,851,6772,-15356,2808,7083,1625,14613
2289.444,345,486,522,806,6768,-14940,2552,6841,1139,14489
2289.444,380,491,546,755,6652,-14724,2580,6340,851,14332
2289.444,414,485,566,707,6648,-14908,2696,6214,1127,14587
2305.0679999999998,442,470,585,654,6356,-14840,1948,6855,1211,15358
2305.0679999999998,468,450,610,595,6172,-14956,2256,6692,1408,15233
2305.0679999999998,485,432,632,530,5776,-15004,2052,6101,1312,14905
2305.0679999999998,498,411,647,469,5724,-15156,1800,5897,1346,14902
2320.694,504,395,656,405,5716,-15480,1560,6092,1446,15091
2320.694,506,394,660,334,5452,-15656,1844,6986,1540,15400
2320.694,505,407,661,261,5172,-16084,1824,7902,1687,15676
2336.315,504,422,653,192,4884,-16096,1772,8891,1665,15719
2342.8230000000003,498,446,639,123,4612,-16288,2300,9821,1705,15428
2346.502,489,526,614,45,4360,-15904,1968,10323,1545,15107
2346.502,476,613,562,0,4012,-15468,2192,11158,1206,14747
2346.502,446,693,477,0,3720,-15024,2176,11996,1028,14443
2362.137,400,776,417,0,3116,-14308,2228,12417,601,13949
2362.137,357,866,377,0,2868,-14016,2348,12774,436,13519
2362.137,319,964,348,0,2572,-13756,2240,13159,193,13365
2377.763,283,1013,323,0,2152,-13524,2200,13591,112,13223
2377.763,253,1013,302,0,1960,-13488,2076,13782,-160,12559
2377.763,226,1013,287,0,1868,-13840,2400,14667,-352,12562
2393.383,213,1013,277,0,1752,-13808,2340,14715,-680,12612
2393.383,211,1013,271,0,1840,-13828,2976,14778,-889,12658
2393.383,202,1014,270,0,2008,-13492,3148,14018,-1403,12341
2409.563,194,1013,273,0,2040,-12868,3664,13327,-1613,12030
2413.706,177,1014,279,0,2152,-13104,4680,13009,-1399,11821
2413.706,158,1013,284,0,2032,-12852,4580,13870,-911,12391
2413.706,144,1013,289,0,1784,-13652,4576,12986,-1344,12560
2429.332,137,1013,295,0,1468,-13508,4956,11881,-1527,12897
2429.332,137,1014,302,0,1364,-13856,4408,11130,-1125,12990
2429.332,147,1013,303,0,1268,-14332,3404,11630,-919,13546
2442.837,165,1013,304,0,868,-14836,2768,12208,-1179,13455
2442.837,187,1013,307,0,488,-15292,2292,13403,-1794,13605
2442.837,212,1013,310,0,256,-15392,2880,14038,-1963,13299
2458.468,241,1013,310,0,368,-15296,2052,14974,-2451,12965
2458.468,272,1013,309,0,-348,-14480,2596,15095,-3106,12198
2458.468,302,1013,308,0,-604,-13580,2524,15546,-3724,11187
2474.102,333,1013,307,0,-892,-12624,3116,16204,-3981,10891
2474.102,364,1014,303,0,-896,-11996,3544,16967,-4097,10761
2474.102,391,1013,299,0,-1000,-11468,4408,17324,-4334,10605
2489.725,416,1014,300,0,-1324,-10936,4288,17083,-4833,10368
2489.725,438,1013,303,0,-1640,-10156,5412,16570,-4932,9808
2489.725,460,1014,305,0,-1748,-10988,5160,16103,-5100,10014
2505.352,479,1013,304,0,-1808,-11020,4968,14913,-5525,10235
2505.352,494,1013,303,0,-1988,-10740,4604,14076,-5901,10379
2505.352,507,1013,302,0,-2180,-9908,4860,12970,-6088,9966
2505.352,518,1014,300,0,-2272,-10192,5140,12366,-6179,10071
2520.972,527,1013,298,0,-2200,-10780,5304,11899,-6385,10808
2520.972,533,1013,298,0,-2316,-10984,5560,11250,-6667,10958
2520.972,539,1013,294,0,-2452,-10284,5960,10516,-7110,10680
2536.598,545,991,281,0,-2548,-10076,6280,10106,-7329,10109
2543.105,550,969,268,0,-2564,-10032,6524,9866,-7573,9981
2543.105,553,963,256,0,-3156,-8368,7804,9607,-7139,9107
2543.105,556,966,247,0,-2880,-9880,6156,9433,-7463,8972
2558.734,560,965,235,0,-3132,-9048,7524,9174,-7359,8944
2558.734,562,970,227,0,-3092,-10460,5864,8752,-7697,8327
2558.734,563,994,228,0,-2852,-7948,8812,8706,-7900,8326
2574.3619999999996,564,1013,235,0,-2604,-11228,6468,8230,-8343,8900
2574.3619999999996,565,1013,245,0,-3064,-8604,9584,7732,-8173,8628
2574.3619999999996,564,1013,261,0,-2976,-9476,8156,7456,-8437,8665
2574.3619999999996,558,1013,282,10,-3628,-4940,12536,7341,-6714,6414
2589.9869999999996,552,1013,304,29,-3344,-6648,10028,7250,-6713,5667
2589.9869999999996,550,1013,323,59,-3064,-11152,9676,6768,-7102,6808
2605.614,545,1013,338,94,-3708,-9204,10384,6136,-6493,5945
2605.614,538,1013,353,128,-3432,-11188,7912,5591,-7433,5935
2605.614,532,1013,362,164,-3184,-12360,8540,5105,-8029,7119
2621.248,525,1014,362,204,-3564,-10756,8520,5381,-8804,7474
2621.248,516,1014,361,245,-4696,-7576,10992,5773,-8117,5861
2621.248,505,1013,362,277,-2828,-14932,7608,5400,-9709,7292
2621.248,495,1013,358,306,-3424,-10576,11168,5010,-9507,7542
2636.8740000000003,486,1013,347,334,-3704,-10100,10968,4807,-9760,7530
2643.389,477,1013,331,352,-3540,-10848,11700,4822,-9562,7735
2643.389,466,1013,309,355,-3456,-9208,12388,4473,-9192,7426
2643.389,456,1008,276,346,-3404,-9884,11988,4305,-9121,7303
2659.02,446,987,224,320,-3184,-10036,12380,4186,-8905,7771
2659.02,437,959,155,261,-3616,-9896,12524,4101,-8762,7475
2659.02,426,941,103,203,-3872,-9684,12724,4052,-8418,6880
2674.654,416,919,62,150,-3436,-9884,12924,3705,-8159,6670
2674.654,407,889,25,107,-3228,-10200,12744,3029,-8001,6543
2674.654,400,858,2,67,-2920,-11356,12132,2662,-8123,6814
2690.28,392,834,1,24,-2944,-10520,12240,2460,-7779,6828
2690.28,386,809,2,0,-3204,-10388,12120,1699,-7421,6242
2690.28,379,773,2,0,-2876,-11024,11592,1811,-7110,6555
2690.28,375,738,1,0,-2532,-11444,11272,2262,-6991,6526
2707.0820000000003,368,710,1,0,-2440,-11692,11420,2798,-6751,6569
2707.0820000000003,362,681,1,0,-2136,-11816,11508,2888,-6660,6418
2707.0820000000003,357,644,1,0,-2008,-10972,11728,3668,-6563,6130
2722.711,352,607,1,0,-2076,-10844,11772,4432,-6454,5632
2722.711,346,579,1,0,-2064,-10844,12084,4723,-6223,5210
2722.711,340,550,1,0,-1908,-10824,11976,5211,-6004,5122
2738.346,334,512,1,0,-1788,-11092,11948,5427,-5849,5128
2743.352,326,474,1,0,-1576,-10892,11996,5961,-5624,5107
2743.352,317,442,1,0,-1336,-11128,12532,6480,-5327,5006
2743.352,308,406,2,0,-1172,-11044,13196,6670,-5089,4743
2758.982,300,360,1,0,-780,-10968,13184,6448,-4768,4460
2758.982,291,313,1,0,-660,-10196,13176,5739,-4492,3898
2758.982,282,274,1,0,-344,-9640,12644,5188,-4321,3409
2774.619,273,232,1,0,-232,-9124,12260,5133,-4023,3180
2774.619,267,183,1,0,-196,-8500,11920,5172,-3916,2862
2774.619,260,137,1,0,-16,-8448,11596,5140,-3659,2597
2774.619,254,99,2,0,272,-8220,11756,5146,-3604,2505
2790.233,249,63,2,0,624,-8336,11600,5468,-3507,2267
2790.233,248,19,3,0,932,-8316,12056,5681,-3310,2073
2806.5190000000002,249,11,8,0,1200,-8500,12764,5884,-3007,1804
2806.5190000000002,248,11,19,0,1456,-8868,13208,5942,-2690,1730
2806.5190000000002,250,11,29,0,1872,-9236,13004,5737,-2503,1430
2821.494,254,11,37,0,1784,-9320,13308,5808,-2182,1062
2821.494,260,11,46,0,1480,-9532,13344,5949,-1978,762
2821.494,264,11,57,0,2160,-10224,13384,5635,-1822,530
2821.494,268,11,70,0,1900,-9984,13156,5509,-1725,265
2837.113,273,11,84,0,1548,-9604,13108,5853,-1461,-131
2843.6180000000004,277,11,104,0,1532,-8828,13756,5970,-1118,-531
2843.6180000000004,278,11,128,0,1768,-8620,14080,5653,-855,-1221
2843.6180000000004,279,11,149,0,1656,-8436,14044,4979,-582,-1754
2859.2490000000003,278,11,168,0,2144,-8728,13776,4213,-120,-2090
2859.2490000000003,276,11,187,0,2340,-9272,13828,3915,266,-2342
2859.2490000000003,276,11,208,0,2188,-8960,13856,3784,564,-2932
2874.875,277,11,227,0,2296,-8876,14024,3206,956,-3416
2874.875,280,11,243,0,2416,-8168,13748,3166,1183,-3839
2874.875,280,11,259,0,2500,-8004,13456,2850,1424,-4240
2890.5,280,11,278,0,2592,-7528,13488,2336,1735,-4457
2890.5,282,11,296,0,2616,-7324,13000,2280,1897,-4483
2890.5,280,10,311,2,2672,-6964,13004,2594,2205,-4675
2890.5,279,11,326,7,2680,-7620,13176,2606,2434,-4882
2906.126,277,11,345,9,2920,-8536,12980,2366,2574,-4661
2906.126,278,11,364,14,3144,-8532,12900,2528,2764,-4754
2906.126,281,11,381,25,3568,-8116,13260,2571,3010,-5418
2924.44,283,11,398,34,3600,-8964,13088,2328,3125,-5448
2926.219,283,11,415,35,3632,-9024,13212,1787,3315,-5599
2926.219,286,11,431,35,3820,-8844,12716,1586,3292,-5790
2926.219,290,11,446,27,3968,-8804,13088,1635,3454,-6089
2943.858,294,11,468,0,3864,-9416,13416,894,3684,-6129
2943.858,298,11,490,0,3980,-10168,13248,76,4030,-6125
2943.858,303,11,508,0,3428,-12024,13364,-254,4393,-5860
2959.495,310,11,517,0,3000,-13504,14064,-825,4602,-5905
2959.495,315,11,522,0,2612,-13772,14232,-2220,4681,-6135
2959.495,321,11,525,0,1672,-12768,13412,-3848,5128,-6800
2975.112,327,11,524,0,1656,-12656,13260,-4657,5906,-6985
2975.112,334,11,520,0,2656,-13192,11780,-4743,6111,-6115
2975.112,341,11,515,0,2144,-14604,9952,-3153,6035,-4246
2990.737,347,11,510,0,1756,-14708,9800,-1663,5681,-3944
2990.737,352,11,504,0,1532,-14684,9688,-239,5334,-4002
2990.737,360,11,496,0,1924,-14036,10040,742,4990,-4226
3006.3650000000002,366,11,486,0,2360,-13884,10356,876,4685,-4380
3006.3650000000002,370,11,480,0,2324,-13576,10852,325,4473,-4244
3006.3650000000002,375,11,472,0,1816,-13824,10532,-400,4289,-4015
3021.9990000000003,382,11,464,8,1056,-14004,10384,-526,4207,-3580
3021.9990000000003,387,11,459,16,748,-14292,10204,-863,3820,-3317
3021.9990000000003,389,11,459,19,896,-14296,10052,-1393,3443,-2946
3021.9990000000003,393,11,462,25,288,-14492,9092,-1509,3029,-2447
3037.616,397,11,465,33,-172,-13808,9148,-1966,2651,-2338
3044.121,401,11,471,37,-356,-13352,8956,-2213,2292,-2180
3044.121,403,12,478,33,-216,-13376,8940,-2306,1930,-1872
3044.121,405,11,482,30,-212,-13260,8788,-2450,1679,-1581
3059.941,410,11,484,28,4,-13400,8736,-2430,1291,-1282
3060.9449999999997,413,11,484,25,-160,-13776,8720,-1947,946,-882
3060.9449999999997,416,14,485,16,-468,-14220,9204,-1498,705,-485
3076.574,419,13,485,10,-748,-14388,9288,-1030,341,-185
3076.574,423,11,482,7,-780,-14568,9304,-624,45,132
3076.574,425,11,481,0,-816,-14480,9272,-657,-338,416
3092.2070000000003,426,15,484,0,-1088,-14236,9136,-725,-757,640
3092.2070000000003,429,16,485,0,-1632,-14240,9000,-756,-1121,931
3092.2070000000003,433,11,484,0,-2340,-14028,8880,-673,-1497,1103
3092.2070000000003,436,11,485,0,-2672,-13812,8988,-900,-1766,1304
3107.834,439,17,486,0,-3152,-13868,8564,-1149,-2229,1607
3107.834,444,21,486,0,-3608,-13484,8368,-1384,-2544,1835
3107.834,449,16,482,0,-3736,-13572,8000,-1371,-2930,2125
3123.4579999999996,453,16,479,0,-3952,-13588,7940,-1028,-3227,2461
3123.4579999999996,458,28,476,0,-4336,-13740,7792,-673,-3617,2794
3123.4579999999996,461,36,471,0,-4664,-13476,7760,-408,-4125,2954
3139.084,464,34,464,0,-4624,-13140,8028,-35,-4576,3125
3146.178,463,37,457,0,-5064,-12756,8104,642,-4908,3442
3150.178,462,52,452,0,-5276,-11788,9328,1386,-5186,3239
3155.22,459,62,444,0,-4784,-11316,10324,1582,-5549,3227
3155.22,457,64,434,0,-4800,-11304,10736,1400,-5818,3709
3155.22,453,69,425,0,-5068,-11660,10628,989,-6112,4310
3171.1839999999997,446,86,418,0,-5712,-11988,9800,1117,-6420,4804
3171.1839999999997,438,95,410,0,-6004,-10572,10176,1968,-6635,4484
3171.1839999999997,429,98,400,0,-5760,-9728,11020,2743,-7013,4270
3186.473,419,106,391,0,-5064,-9704,12088,2635,-7418,4244
3186.473,407,123,387,0,-5336,-9220,12888,1970,-7474,4770
